Title,Publish date,Category,Associated project name,Link to item,Type,Link to project page,Year,Project Status,pdf_url,local_path,status
Renewable Energy & Load Management - for Food Businesses,4/10/2018,Renewables for industry,REALM: Renewable Energy and Load Management,https://arena.gov.au/knowledge-bank/renewable-energy-load-management-for-food-businesses/,Reports,https://arena.gov.au/projects/realm-renewable-energy-load-management-businesses/,2019,Past,https://arena.gov.au/assets/2018/10/REALM_FactSheet_Food.pdf,pdfs/Reports/Renewable_Energy_&_Load_Management_-_for_Food_Businesses_b7436a.pdf,downloaded
Renewable Energy & Load Management - for Agribusiness,4/10/2018,Renewables for industry,REALM: Renewable Energy and Load Management,https://arena.gov.au/knowledge-bank/renewable-energy-load-management-for-agribusiness/,Reports,https://arena.gov.au/projects/realm-renewable-energy-load-management-businesses/,2019,Past,https://arena.gov.au/assets/2018/10/REALM_FactSheet_agribusiness.pdf,pdfs/Reports/Renewable_Energy_&_Load_Management_-_for_Agribusiness_38f6d3.pdf,downloaded
Renewable Energy & Load Management (REALM) Industry Report,4/10/2018,Renewables for industry,REALM: Renewable Energy and Load Management,https://arena.gov.au/knowledge-bank/realm-industry-report-final/,Reports,https://arena.gov.au/projects/realm-renewable-energy-load-management-businesses/,2019,Past,https://arena.gov.au/assets/2018/10/REALM-Industry-Report_public_FINAL.pdf,pdfs/Reports/Renewable_Energy_&_Load_Management_(REALM)_Industry_Report_1df861.pdf,downloaded
Citizen Utilities,3/10/2018,Distributed energy resources,Increasing the Uptake of Solar PV in Strata Residential Developments,https://arena.gov.au/knowledge-bank/citizen-utilities/,Reports,https://arena.gov.au/projects/increasing-the-uptake-of-solar-photovoltaics-in-strata-residential-developments/,2016,Past,https://arena.gov.au/assets/2018/10/White-Gum-Valley-Project-Report.pdf,pdfs/Reports/Citizen_Utilities_3d580c.pdf,downloaded
Presentation: Developing the Pentland Bioenergy Project Bioenergy Australia,6/09/2018,Bioenergy / Energy from waste,Pentland Bioenergy Project,https://arena.gov.au/knowledge-bank/knowledge-sharing-report-developing-the-pentland-bioenergy-project-bioenergy-australia/,Presentation,https://arena.gov.au/projects/pentland-bioenergy-project/,2015,Past,https://arena.gov.au/assets/2013/01/developing-the-pentland-bioenergy-project-bioenergy-australia.pdf,pdfs/Presentation/Presentation__Developing_the_Pentland_Bioenergy_Project_Bioenergy_Australia_4beae9.pdf,downloaded
Hydrogen for Australia&rsquo;s Future,5/09/2018,Hydrogen energy,,https://arena.gov.au/knowledge-bank/hydrogen-for-australias-future/,Reports,,,,https://arena.gov.au/assets/2018/09/hydrogen-white-paper-finkel.pdf,pdfs/Reports/Hydrogen_for_Australia&rsquo;s_Future_894b76.pdf,downloaded
EPC Technology Smarter Energy Feasibility Study,31/08/2018,"Renewables for industry, Solar energy",Medium-Scale Solar on Industrial Rooftops,https://arena.gov.au/knowledge-bank/epc-technology-smarter-energy-feasibility-study/,Reports,https://arena.gov.au/projects/medium-scale-solar-on-industrial-rooftops/,2017,Past,https://arena.gov.au/assets/2018/03/epc-technologies-smarter-energy.pdf,pdfs/Reports/EPC_Technology_Smarter_Energy_Feasibility_Study_7668ef.pdf,downloaded
Demand Response Consumer Insights Report,31/08/2018,Demand response,,https://arena.gov.au/knowledge-bank/demand-response-consumer-insights-report/,Reports,,,,https://arena.gov.au/assets/2018/08/demand-response-consumer-insights-report.pdf,pdfs/Reports/Demand_Response_Consumer_Insights_Report_54a58c.pdf,downloaded
Residential Solar PV + Battery (Hybrid Energy Service) Pilot,30/08/2018,"Battery storage, Distributed energy resources, Solar energy",Trialling a New Residential Solar PV and Battery Model,https://arena.gov.au/knowledge-bank/residential-solar-pv-battery-hybrid-energy-service-pilot-july-2015/,Reports,https://arena.gov.au/projects/trialling-a-new-residential-solar-pv-and-battery-model/,2015,Past,https://arena.gov.au/assets/2017/02/residential-solar-pv-battery-hybrid-energy-service-pilot.pdf,pdfs/Reports/Residential_Solar_PV_+_Battery_(Hybrid_Energy_Service)_Pilot_2b9a7b.pdf,downloaded
Powering Daintree,21/08/2018,Off grid,,https://arena.gov.au/knowledge-bank/powering-daintree/,Reports,,,,https://arena.gov.au/assets/2018/08/powering-daintree-sunverge.pdf,pdfs/Reports/Powering_Daintree_052470.pdf,downloaded
RayGen&rsquo;s PV Ultra: Expanding The Global Solar Market Beyond Daylight Power,21/08/2018,"Solar energy, Solar PV R&amp;D",RayGen Resources PV Ultra Commercialisation Project,https://arena.gov.au/knowledge-bank/raygens-pv-ultra-expanding-the-global-solar-market-beyond-daylight-power/,Reports,https://arena.gov.au/projects/raygen-resources-pv-ultra-commercialisation-project/,2017,Past,https://arena.gov.au/assets/2018/08/raygen-pv-ultra-expanding-global-solar-market-beyond-daylight-power.pdf,pdfs/Reports/RayGen&rsquo;s_PV_Ultra__Expanding_The_Global_Solar_Market_Beyond_Daylight_Power_13c79f.pdf,downloaded
Opportunities for Australia from Hydrogen Exports,17/08/2018,Hydrogen energy,,https://arena.gov.au/knowledge-bank/opportunities-for-australia-from-hydrogen-exports/,Reports,,,,https://arena.gov.au/assets/2018/08/opportunities-for-australia-from-hydrogen-exports.pdf,pdfs/Reports/Opportunities_for_Australia_from_Hydrogen_Exports_64a864.pdf,downloaded
Towards an Australian Capability in Arrays of Ocean Wave-Power Machines,17/08/2018,Ocean energy,Ocean Wave-Power Machines,https://arena.gov.au/knowledge-bank/towards-an-australian-capability-in-arrays-of-ocean-wave-power-machines/,Reports,https://arena.gov.au/projects/arrays-of-ocean-wave-power-machines/,2014,Past,https://arena.gov.au/assets/2014/08/towards-an-australian-capability-in-arrays-of-ocean-wave-power-machines-report.pdf,pdfs/Reports/Towards_an_Australian_Capability_in_Arrays_of_Ocean_Wave-Power_Machines_1230da.pdf,downloaded
Presentation: RayGen Presentation Introducing PV Ultra,2/08/2018,"Solar energy, Solar PV R&amp;D",RayGen Resources PV Ultra Commercialisation Project,https://arena.gov.au/knowledge-bank/presentation-raygen-presentation-introducing-pv-ultra/,Presentation,https://arena.gov.au/projects/raygen-resources-pv-ultra-commercialisation-project/,2017,Past,https://arena.gov.au/assets/2018/04/raygen-presentation-introducing-pv-ultra.pdf,pdfs/Presentation/Presentation__RayGen_Presentation_Introducing_PV_Ultra_a567cd.pdf,downloaded
AEMO Hornsdale Wind Farm 2 FCAS Trial,26/07/2018,"System security and reliability, Wind energy",Hornsdale Wind Farm Stage 2 FCAS Trial,https://arena.gov.au/knowledge-bank/aemo-hornsdale-wind-farm-fcas-trial-report/,Reports,https://arena.gov.au/projects/hornsdale-wind-farm-stage-2/,2017,Past,https://arena.gov.au/assets/2017/07/aemo-hornsdale-wind-farm-fcas-trial-report.pdf,pdfs/Reports/AEMO_Hornsdale_Wind_Farm_2_FCAS_Trial_49ceb4.pdf,downloaded
Hornsdale 2 ' Frequency Control Ancillary Service Trial Knowledge Sharing Report,26/07/2018,"System security and reliability, Wind energy",Hornsdale Wind Farm Stage 2 FCAS Trial,https://arena.gov.au/knowledge-bank/siemens-hornsdale-wind-farm-fcas-trial-report/,Reports,https://arena.gov.au/projects/hornsdale-wind-farm-stage-2/,2017,Past,https://arena.gov.au/assets/2017/07/siemens-hornsdale-wind-farm-fcas-trial-report.pdf,pdfs/Reports/Hornsdale_2_'_Frequency_Control_Ancillary_Service_Trial_Knowledge_Sharing_Report_603fee.pdf,downloaded
Neoen Hornsdale Wind Farm FCAS Trial Report,26/07/2018,"System security and reliability, Wind energy",Hornsdale Wind Farm Stage 2 FCAS Trial,https://arena.gov.au/knowledge-bank/neoen-hornsdale-wind-farm-fcas-trial-report/,Reports,https://arena.gov.au/projects/hornsdale-wind-farm-stage-2/,2017,Past,https://arena.gov.au/assets/2018/07/neoen-hornsdale-wind-farm-fcas-trial-report.pdf,pdfs/Reports/Neoen_Hornsdale_Wind_Farm_FCAS_Trial_Report_af3f52.pdf,downloaded
Advanced Recombination-Based Loss Analysis Methods for Silicon Wafer and Silicon Solar Cells,13/07/2018,"Solar energy, Solar PV R&amp;D",Improving Solar Cell Performance Testing,https://arena.gov.au/knowledge-bank/advanced-recombination-based-loss-analysis-methods-for-silicon-wafer-and-silicon-solar-cells/,Reports,https://arena.gov.au/projects/improving-solar-cell-performance-testing/,2014,Past,https://arena.gov.au/assets/2017/02/advanced-recombination-based-loss-analysis-methods-silicon-wafer-silicon-solar-cells.pdf,pdfs/Reports/Advanced_Recombination-Based_Loss_Analysis_Methods_for_Silicon_Wafer_and_Silicon_Solar_Cells_6cc907.pdf,downloaded
Karratha Airport Solar Public Impact Report,9/07/2018,"Large-scale solar, Solar energy",Karratha Airport Solar Plant,https://arena.gov.au/knowledge-bank/karratha-airport-solar-project-impact-report/,Reports,https://arena.gov.au/projects/karratha-airport-solar-plant/,2015,Past,https://arena.gov.au/assets/2017/02/karratha-solar-farm-public-impact-report.pdf,pdfs/Reports/Karratha_Airport_Solar_Public_Impact_Report_d32fdb.pdf,downloaded
Hybrid Power Generation for Australian Off-Grid Mines,22/06/2018,Hybrid technologies,,https://arena.gov.au/knowledge-bank/hybrid-power-generation-for-australian-off-grid-mines/,Reports,,,,https://arena.gov.au/assets/2018/06/hybrid-power-generation-australian-off-grid-mines.pdf,pdfs/Reports/Hybrid_Power_Generation_for_Australian_Off-Grid_Mines_35a590.pdf,downloaded
Australian Electric Vehicle Market Study,21/06/2018,Electric vehicles,,https://arena.gov.au/knowledge-bank/australian-electric-vehicle-market-study/,Reports,,,,https://arena.gov.au/assets/2018/06/australian-ev-market-study-report.pdf,pdfs/Reports/Australian_Electric_Vehicle_Market_Study_d4d342.pdf,downloaded
Repurposing Tarraleah Hydropower Scheme for The Future Electricity Market,21/06/2018,Hydropower / Pumped Hydro Energy Storage,Battery of the Nation,https://arena.gov.au/knowledge-bank/repurposing-tarraleah-hydropower-scheme-for-the-future-electricity-market/,Reports,https://arena.gov.au/projects/augmenting-tasmanian-hydropower-system/,2017,Past,https://arena.gov.au/assets/2017/07/repurposing-tarraleah-hydropower-scheme-future-electricity-market.pdf,pdfs/Reports/Repurposing_Tarraleah_Hydropower_Scheme_for_The_Future_Electricity_Market_5c2359.pdf,downloaded
Novel Concepts for Low Cost Small Heliostats in Remote Installations Project Results and lessons learnt,18/06/2018,"Concentrated solar thermal, Solar energy",Novel Concepts for Low Cost Small Heliostats in Remote Installations,https://arena.gov.au/knowledge-bank/novel-concepts-for-low-cost-small-heliostats-in-remote-installations-project-results-and-lessons-learnt/,"Reports, Lessons",https://arena.gov.au/projects/novel-concepts-for-low-cost-small-heliostats-in-remote-installations/,2014,Past,https://arena.gov.au/assets/2018/10/2018_Novel-Concepts-for-Low-Cost-Small-Heliostats-in-Remote-Installations.pdf,pdfs/Reports_Lessons/Novel_Concepts_for_Low_Cost_Small_Heliostats_in_Remote_Installations_Project_Results_and_lessons_learnt_c32a81.pdf,downloaded
The Tidal Turbine Reef (TTR) Feasibility Study,14/06/2018,Ocean energy,Tidal Turbine Reef Feasibility Study,https://arena.gov.au/knowledge-bank/the-tidal-turbine-reef-ttr-feasibility-study/,Reports,https://arena.gov.au/projects/tidal-turbine-reef-feasibility-study/,2016,Past,https://arena.gov.au/assets/2017/02/tidal-turbine-reef-TTR-feasibility-study-report.pdf,pdfs/Reports/The_Tidal_Turbine_Reef_(TTR)_Feasibility_Study_470c2d.pdf,downloaded
Mt Piper Energy Recovery Project,13/06/2018,Bioenergy / Energy from waste,Mt Piper Power Station Energy Recovery Feasibility,https://arena.gov.au/knowledge-bank/mt-piper-energy-recovery-project/,Reports,https://arena.gov.au/projects/mt-piper-power-station-energy-recovery-feasibility-study/,2017,Past,https://arena.gov.au/assets/2018/06/mt-piper-energy-recovery-project.pdf,pdfs/Reports/Mt_Piper_Energy_Recovery_Project_374515.pdf,downloaded
United Energy Demand Response Project Performance Milestone 3,8/06/2018,Demand response,United Energy Distribution Demand Response,https://arena.gov.au/knowledge-bank/united-energy-demand-response-project-performance-report-milestone-3/,"Reports, Milestones",https://arena.gov.au/projects/united-energy-distribution-demand-response/,2017,Past,https://arena.gov.au/assets/2018/08/united-energy-demand-response-project-performance-report-milestone-3.pdf,pdfs/Reports_Milestones/United_Energy_Demand_Response_Project_Performance_Milestone_3_91aaaa.pdf,downloaded
Battery of The Nation - Analysis of The Future NEM,7/06/2018,Hydropower / Pumped Hydro Energy Storage,Battery of the Nation - Future State NEM Analysis Stage 1,https://arena.gov.au/knowledge-bank/battery-of-the-nation-analysis-of-the-future-nem/,Reports,https://arena.gov.au/projects/battery-of-the-nation-future-state-nem-analysis/,2017,Past,https://arena.gov.au/assets/2018/06/battery-of-the-nation-analysis-of-the-future-national-enlectricity-market.pdf,pdfs/Reports/Battery_of_The_Nation_-_Analysis_of_The_Future_NEM_ca2cac.pdf,downloaded
Battery of the Nation ' Tasmanian Pumped Hydro in Australia&rsquo;s Future Electricity Market,6/06/2018,Hydropower / Pumped Hydro Energy Storage,Battery of the Nation – A Concept Study of Tasmanian Pumped Hydro Options,https://arena.gov.au/knowledge-bank/battery-of-the-nation-tasmanian-pumped-hydro-in-australias-future-electricity-market/,Reports,https://arena.gov.au/projects/battery-of-the-nation/,2017,Past,https://arena.gov.au/assets/2018/06/battery-of-the-nation–-tasmanian-pumped-hydro-in-australias-future-electricity-market.pdf,pdfs/Reports/Battery_of_the_Nation_'_Tasmanian_Pumped_Hydro_in_Australia&rsquo;s_Future_Electricity_Market_a77ae5.pdf,downloaded
The State of Electric Vehicles in Australia,6/06/2018,Electric vehicles,,https://arena.gov.au/knowledge-bank/the-state-of-electric-vehicles-in-australia/,Reports,,,,https://arena.gov.au/assets/2018/08/the-state-of-electric-vehicles-in-australia.pdf,pdfs/Reports/The_State_of_Electric_Vehicles_in_Australia_d405cb.pdf,downloaded
Hydrogen Our Next Great Export?,5/06/2018,Hydrogen energy,,https://arena.gov.au/knowledge-bank/hydrogen-our-next-great-export/,Infographics,,,,https://arena.gov.au/assets/2019/08/hydrogen-infographic.pdf,pdfs/Infographics/Hydrogen_Our_Next_Great_Export__2b2317.pdf,downloaded
How Demand Response Works,5/06/2018,Demand response,,https://arena.gov.au/knowledge-bank/how-demand-response-works/,Infographics,,,,https://arena.gov.au/assets/2019/08/demand-response-how-it-works.pdf,pdfs/Infographics/How_Demand_Response_Works_9b9858.pdf,downloaded
ITP Battery Test Centre Report 4,30/05/2018,Battery storage,Testing the Performance of Lithium Ion Batteries,https://arena.gov.au/knowledge-bank/itp-battery-test-centre-report-4/,Reports,https://arena.gov.au/projects/testing-the-performance-of-lithium-ion-batteries/,2015,Past,https://arena.gov.au/assets/2015/08/battery-testing-report-4.pdf,pdfs/Reports/ITP_Battery_Test_Centre_Report_4_569fed.pdf,downloaded
May 2018 Project Performance Report ' Energy Under Control,19/05/2018,Demand response,Flow Power Energy Under Control Demand Response,https://arena.gov.au/knowledge-bank/may-2018-project-performance-report-energy-under-control/,Reports,https://arena.gov.au/projects/flow-power-energy-under-control-demand-response/,2017,Past,https://arena.gov.au/assets/2020/11/flow-power-project-performance-report-may-2018.pdf,pdfs/Reports/May_2018_Project_Performance_Report_'_Energy_Under_Control_7eec70.pdf,downloaded
Planet Innovation RERT Demand Response Program Performance Summary Summer 2017/18,17/05/2018,Demand response,Zen Ecosystems Demand Response,https://arena.gov.au/knowledge-bank/planet-innovation-rert-demand-response-program-performance-summary-summer-2017-18/,Reports,https://arena.gov.au/projects/zen-ecosystems-demand-response/,2017,Past,https://arena.gov.au/assets/2020/09/zen-ecosystems-demand-response-rert-trial-summer-2017-18.pdf,pdfs/Reports/Planet_Innovation_RERT_Demand_Response_Program_Performance_Summary_Summer_2017_18_1676f0.pdf,downloaded
The Australian Structural Permeability Map Project,16/05/2018,Geothermal energy,Geothermal Structural Permeability Map,https://arena.gov.au/knowledge-bank/australian-structural-permeability-map-project/,Reports,https://arena.gov.au/projects/geothermal-structural-permeability-map/,2015,Past,https://arena.gov.au/assets/2018/05/structural-permeability-map-project.pdf,pdfs/Reports/The_Australian_Structural_Permeability_Map_Project_09dd84.pdf,downloaded
Distributed Energy Resources Video Playlist,16/05/2018,Distributed energy resources,,https://arena.gov.au/knowledge-bank/distributed-energy-resources-video-playlist/,Videos,,,,,,no_pdf_found
Electric Vehicles Video Playlist,16/05/2018,Electric vehicles,,https://arena.gov.au/knowledge-bank/electric-vehicle-video-playlist/,Videos,,,,,,no_pdf_found
Distributed Energy Integration Program Video Playlist,16/05/2018,Distributed energy resources,,https://arena.gov.au/knowledge-bank/distributed-energy-integration-program-video-playlist/,Videos,,,,,,no_pdf_found
Wind Energy Video Playlist,15/05/2018,Wind energy,,https://arena.gov.au/knowledge-bank/wind-energy-video-playlist/,Videos,,,,,,no_pdf_found
Hybrid Technologies Video Playlist,15/05/2018,Hybrid technologies,,https://arena.gov.au/knowledge-bank/hybrid-video-playlist/,Videos,,,,,,no_pdf_found
A-Lab Video Playlist,15/05/2018,Renewables for industry,,https://arena.gov.au/knowledge-bank/a-lab-video-playlist/,Videos,,,,,,no_pdf_found
Solar PV Video Playlist,15/05/2018,Solar PV R&amp;D,,https://arena.gov.au/knowledge-bank/solar-pv-video-playlist/,Videos,,,,,,no_pdf_found
Concentrated Solar Thermal Video Playlist,15/05/2018,Concentrated solar thermal,,https://arena.gov.au/knowledge-bank/concentrated-solar-thermal-video-playlist/,Videos,,,,,,no_pdf_found
Solar Energy Video Playlist,15/05/2018,Solar energy,,https://arena.gov.au/knowledge-bank/solar-energy-video-playlist/,Videos,,,,,,no_pdf_found
Renewables in Buildings Video Playlist,15/05/2018,Renewables in buildings,,https://arena.gov.au/knowledge-bank/renewables-in-buildings-video-playlist/,Videos,,,,,,no_pdf_found
Ocean Energy Video Playlist,15/05/2018,Ocean energy,,https://arena.gov.au/knowledge-bank/ocean-energy-video-playlist/,Videos,,,,,,no_pdf_found
Hydropower and Pumped Hydro Energy Storage Video Playlist,15/05/2018,Hydropower / Pumped Hydro Energy Storage,,https://arena.gov.au/knowledge-bank/hydropower-and-pumped-hydro-energy-storage-video-playlist/,Videos,,,,,,no_pdf_found
Hydrogen Energy Video Playlist,15/05/2018,Hydrogen energy,,https://arena.gov.au/knowledge-bank/hydrogen-energy-video-playlist/,Videos,,,,,,no_pdf_found
Demand Response Video Playlist,15/05/2018,Demand response,,https://arena.gov.au/knowledge-bank/demand-response-video-playlist/,Videos,,,,,,no_pdf_found
Bioenergy and Energy From Waste Video Playlist,15/05/2018,Bioenergy / Energy from waste,,https://arena.gov.au/knowledge-bank/bioenergy-and-energy-from-waste-video-playlist/,Videos,,,,,,no_pdf_found
Battery Storage Video Playlist,15/05/2018,Battery storage,,https://arena.gov.au/knowledge-bank/battery-storage-video-playlist/,Videos,,,,,,no_pdf_found
Large-Scale Solar Video Playlist,15/05/2018,Large-scale solar,,https://arena.gov.au/knowledge-bank/large-scale-solar-video-playlist/,Videos,,,,,,no_pdf_found
Lithium Ion Battery Testing Public Report 3,2/05/2018,Battery storage,Testing the Performance of Lithium Ion Batteries,https://arena.gov.au/knowledge-bank/lithium-ion-battery-testing-public-report-3/,Reports,https://arena.gov.au/projects/testing-the-performance-of-lithium-ion-batteries/,2015,Past,https://arena.gov.au/assets/2015/08/lithium-ion-battery-testing-public-report-3-1.pdf,pdfs/Reports/Lithium_Ion_Battery_Testing_Public_Report_3_223e1b.pdf,downloaded
ITP Battery Test Centre Report 2,2/05/2018,Battery storage,Testing the Performance of Lithium Ion Batteries,https://arena.gov.au/knowledge-bank/itp-battery-test-centre-report-2/,Reports,https://arena.gov.au/projects/testing-the-performance-of-lithium-ion-batteries/,2015,Past,https://arena.gov.au/assets/2015/08/itp-battery-testing-report-2.pdf,pdfs/Reports/ITP_Battery_Test_Centre_Report_2_cf10ed.pdf,downloaded
ITP Battery Test Centre Reports,2/05/2018,Battery storage,Testing the Performance of Lithium Ion Batteries,https://arena.gov.au/knowledge-bank/itp-battery-test-centre-reports/,Reports,https://arena.gov.au/projects/testing-the-performance-of-lithium-ion-batteries/,2015,Past,https://arena.gov.au/assets/2015/08/itp-battery-testing-report.pdf,pdfs/Reports/ITP_Battery_Test_Centre_Reports_9aa9a7.pdf,downloaded
Residential Solar and Storage Program Interim Report,23/04/2018,Battery storage,Peak Demand Reduction Using Solar and Storage,https://arena.gov.au/knowledge-bank/residential-solar-storage-program-interim-report/,Reports,https://arena.gov.au/projects/peak-demand-reduction-using-solar-storage/,2017,Past,https://arena.gov.au/assets/2017/08/united-energy-residential-solar-storage-program.pdf,pdfs/Reports/Residential_Solar_and_Storage_Program_Interim_Report_dacec6.pdf,downloaded
Presentation: Short Term Forecasting Funding Announcement Information Session,9/04/2018,Solar energy,,https://arena.gov.au/knowledge-bank/presentation-short-term-forecasting-funding-announcement-information-session/,Presentation,,,,https://arena.gov.au/assets/2018/04/arena-short-term-forecasting-webinar-April-2018.pdf,pdfs/Presentation/Presentation__Short_Term_Forecasting_Funding_Announcement_Information_Session_3307a2.pdf,downloaded
Virtual Power Plant in South Australia - Stage 1 & 2 Reports,29/03/2018,Distributed energy resources,AGL Virtual Power Plant,https://arena.gov.au/knowledge-bank/virtual-power-plant-south-australia/,Reports,https://arena.gov.au/projects/agl-virtual-power-plant/,2017,Past,https://arena.gov.au/assets/2017/02/VPP-SA-Public-Milestone-1-Report-Final-for-issue.pdf,pdfs/Reports/Virtual_Power_Plant_in_South_Australia_-_Stage_1_&_2_Reports_b602e7.pdf,downloaded
PV-Mate Photovoltaic Modules for the Australian Environment,14/03/2018,"Solar energy, Solar PV R&amp;D",Solar Panels for the Australian Environment,https://arena.gov.au/knowledge-bank/pv-mate-photovoltaic-modules-australian-environment-report/,Reports,https://arena.gov.au/projects/solar-panels-for-the-australian-environment/,2014,Past,https://arena.gov.au/assets/2017/02/pv-mate-report-final.pdf,pdfs/Reports/PV-Mate_Photovoltaic_Modules_for_the_Australian_Environment_88ad2f.pdf,downloaded
Synthesis Of Responses To ARENA&rsquo;s RFI On CST Projects,8/03/2018,Concentrated solar thermal,,https://arena.gov.au/knowledge-bank/synthesis-responses-arenas-2017-rfi-cst-projects/,Reports,,,,https://arena.gov.au/assets/2018/03/CST-RFI-Synthesis-Public-Report.pdf,pdfs/Reports/Synthesis_Of_Responses_To_ARENA&rsquo;s_RFI_On_CST_Projects_bfdc65.pdf,downloaded
Advanced Biomass Gasification Technology,5/03/2018,Bioenergy / Energy from waste,Advanced Biomass Gasification Technology,https://arena.gov.au/knowledge-bank/advanced-biomass-gasification-technology/,Reports,https://arena.gov.au/projects/advanced-biomass-gasification-technology/,2012,Past,https://arena.gov.au/assets/2017/02/renergi-gasification-public-report.pdf,pdfs/Reports/Advanced_Biomass_Gasification_Technology_100938.pdf,downloaded
Presentation: Market Participant Self-Forecasting Technologies Workshop,2/03/2018,Solar energy,,https://arena.gov.au/knowledge-bank/presentation-market-participant-self-forecasting-technologies-workshop/,Presentation,,,,https://arena.gov.au/assets/2018/03/aemo-feedback-workshop-participants.pdf,pdfs/Presentation/Presentation__Market_Participant_Self-Forecasting_Technologies_Workshop_b1414d.pdf,downloaded
Presentation: ARENA Information Session Distributed Energy Resources Funding Announcements A and B,2/03/2018,Distributed energy resources,,https://arena.gov.au/knowledge-bank/presentation-arena-information-session-distributed-energy-resources-funding-announcements-a-and-b/,Presentation,,,,https://arena.gov.au/assets/2018/03/DER-funding-announcements-information-slides.pdf,pdfs/Presentation/Presentation__ARENA_Information_Session_Distributed_Energy_Resources_Funding_Announcements_A_and_B_6be3bd.pdf,downloaded
The Australian Wave Energy Atlas Project Overview and Final Report,19/02/2018,Ocean energy,Australian Wave Energy Atlas,https://arena.gov.au/knowledge-bank/australian-wave-energy-atlas-project-overview-final-report/,Reports,https://arena.gov.au/projects/australian-wave-energy-atlas/,2014,Past,https://arena.gov.au/assets/2014/02/Wave-Atlas-Final-Report.pdf,pdfs/Reports/The_Australian_Wave_Energy_Atlas_Project_Overview_and_Final_Report_80cbaf.pdf,downloaded
National Electricity Market (NEM) Outlook and Snowy 2.0,16/02/2018,Hydropower / Pumped Hydro Energy Storage,Snowy 2.0 Feasibility Study,https://arena.gov.au/knowledge-bank/national-electricity-market-nem-outlook-snowy-2-0/,Reports,https://arena.gov.au/projects/snowy-2-0-feasibility-study/,2017,Past,https://arena.gov.au/assets/2018/02/National-Electricity-Market-outlook-Snowy-2.0.pdf,pdfs/Reports/National_Electricity_Market_(NEM)_Outlook_and_Snowy_2.0_b42723.pdf,downloaded
"Presentation: Summary Pack, Conversion Tracker: Short-Term Forecasting Workshop ARENA / AEMO",15/02/2018,Solar energy,,https://arena.gov.au/knowledge-bank/presentation-summary-pack-conversion-tracker-short-term-forecasting-workshop-arena-aemo/,Presentation,,,,https://arena.gov.au/assets/2018/03/arena-self-forecasting-technologies-workshop.pdf,"pdfs/Presentation/Presentation__Summary_Pack,_Conversion_Tracker__Short-Term_Forecasting_Workshop_ARENA___AEMO_35140c.pdf",downloaded
United Energy Demand Response Project Performance Milestone 2,14/02/2018,Demand response,United Energy Distribution Demand Response,https://arena.gov.au/knowledge-bank/united-energy-demand-response-project-performance-report-milestone-2/,"Reports, Milestones",https://arena.gov.au/projects/united-energy-distribution-demand-response/,2017,Past,https://arena.gov.au/assets/2018/08/united-energy-demand-response-project-performance-report-milestone-2.pdf,pdfs/Reports_Milestones/United_Energy_Demand_Response_Project_Performance_Milestone_2_b83cf2.pdf,downloaded
Advancing Solar in Australia Through RD&D,12/02/2018,Solar energy,,https://arena.gov.au/knowledge-bank/advancing-solar-australia-rdd/,Reports,,,,https://arena.gov.au/assets/2018/02/Report-solar-rdd-review.pdf,pdfs/Reports/Advancing_Solar_in_Australia_Through_RD&D_afa894.pdf,downloaded
Virtual Power Station 2.0,7/02/2018,Distributed energy resources,Virtual Power Station 2,https://arena.gov.au/knowledge-bank/virtual-power-station-2-0/,Reports,https://arena.gov.au/projects/virtual-power-station-2/,2014,Past,https://arena.gov.au/assets/2017/02/csiro-virtual-power-station-2.pdf,pdfs/Reports/Virtual_Power_Station_2.0_322dd5.pdf,downloaded
Presentation: Self Forecasting Technologies Workshop February 2018,2/02/2018,Solar energy,,https://arena.gov.au/knowledge-bank/presentation-self-forecasting-technologies-workshop-february-2018/,Presentation,,,,https://arena.gov.au/assets/2018/03/aemo-self-forecasting-technologies-presentation.pdf,pdfs/Presentation/Presentation__Self_Forecasting_Technologies_Workshop_February_2018_96eae4.pdf,downloaded
Presentation: ARENA&rsquo;s R&D Program Round 4 Hydrogen Information Session,2/02/2018,Hydrogen energy,,https://arena.gov.au/knowledge-bank/presentation-arenas-rd-program-round-4-hydrogen-information-session/,Presentation,,,,https://arena.gov.au/assets/2018/02/Hydrogen-RD4-information-slides.pdf,pdfs/Presentation/Presentation__ARENA&rsquo;s_R&D_Program_Round_4_Hydrogen_Information_Session_8d7140.pdf,downloaded
Hydropower Asset Improvement at Gordon Power Station,31/01/2018,Hydropower / Pumped Hydro Energy Storage,Battery of the Nation,https://arena.gov.au/knowledge-bank/hydropower-asset-improvement-at-gordon-power-station/,Reports,https://arena.gov.au/projects/augmenting-tasmanian-hydropower-system/,2017,Past,https://arena.gov.au/assets/2017/07/hydropower-asset-improvement-at-gordon-power-station.pdf,pdfs/Reports/Hydropower_Asset_Improvement_at_Gordon_Power_Station_39376a.pdf,downloaded
Kennedy Park FinClose Report,30/01/2018,Hybrid technologies,Kennedy Energy Park,https://arena.gov.au/knowledge-bank/kennedy-park-finclose-report/,Reports,https://arena.gov.au/projects/kennedy-energy-park/,2017,Current,https://arena.gov.au/assets/2017/02/Kennedy-Park-FinClose-Report-Windlab.pdf,pdfs/Reports/Kennedy_Park_FinClose_Report_99a4a3.pdf,downloaded
